qseqid	TaxID	Kingdom	Phylum	Class	Order	Family	Genus	Species
E250118428L1C022R03502814857|Cx:i:14547|Cy:i:15681|1401554C74D42|4D9D1	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C024R02704577506|Cx:i:15427|Cy:i:4879|187DEEA3A7A0C|4188A	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C024R02800263727|Cx:i:13130|Cy:i:14744|343F7ECEC3CA2|99B14	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C024R03701935520|Cx:i:14206|Cy:i:14173|1187501C19D11|660BE	6511	Metazoa	Mollusca	Gastropoda	Aplysiida	Aplysiidae	Dolabella	Dolabella auricularia
E250118428L1C025R01801485240|Cx:i:20483|Cy:i:17440|664064050C24|A5317	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C026R04104380522|Cx:i:3728|Cy:i:7983|17B7880D32D51|F544B	263819	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia aleksiciae
E250118428L1C027R02001268063|Cx:i:3343|Cy:i:9665|D216F23BC603|67E97	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C029R03102599979|Cx:i:7474|Cy:i:10294|12A8024027381|91D4C	41426	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus
E250118428L1C030R00704856521|Cx:i:6673|Cy:i:18037|5495D510228E|395C5	61622	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Rhinopithecus	Rhinopithecus roxellana
E250118428L1C030R01700493089|Cx:i:7959|Cy:i:16547|302E493C9255C|7F955	9545	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca nemestrina
E250118428L1C030R02503792876|Cx:i:15694|Cy:i:17547|2F70B93929D9C|5B3C2	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C030R03004277144|Cx:i:18040|Cy:i:6872|59452A523533|57414	9601	Metazoa	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo abelii
E250118428L1C031R01303943470|Cx:i:18218|Cy:i:7874|290A4844A507C|75836	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C032R01202826385|Cx:i:8443|Cy:i:2233|1E25102C42FA1|48C5C	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C036R04104667783|Cx:i:16832|Cy:i:8835|5C9DA4F43942|D1DF9	9555	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Papio	Papio anubis
E250118428L1C038R01301013776|Cx:i:8482|Cy:i:2888|60304E495B7D|EBD23	41426	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus
E250118428L1C038R03202321388|Cx:i:12254|Cy:i:14849|17558C7200835|77474	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C039R01100560165|Cx:i:6409|Cy:i:5410|20B0573C142C0|86EE9	41426	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus
E250118428L1C040R02300774375|Cx:i:14213|Cy:i:14263|17C96CD48293D|F4FB2	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C041R03202464043|Cx:i:16407|Cy:i:6357|1811419344A07|61417	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C042R01503227107|Cx:i:15775|Cy:i:3711|29685099D5B91|7B751	61622	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Rhinopithecus	Rhinopithecus roxellana
E250118428L1C042R03803821699|Cx:i:17572|Cy:i:9294|3E814C860828|6FC9F	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C001R03604592050|Cx:i:16138|Cy:i:13578|148345C185210|7F57B	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C005R03904658966|Cx:i:13999|Cy:i:14894|55A59D5E2C01|F276D	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C008R01902433431|Cx:i:21728|Cy:i:7425|1097B13C73327|71AA8	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C008R02804613461|Cx:i:15411|Cy:i:14105|A523F03E80DF|FB202	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C008R02900076721|Cx:i:11329|Cy:i:14275|178A55479E595|545FC	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C008R03802379689|Cx:i:6379|Cy:i:18127|83C1D800FCC|67E8D	9545	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca nemestrina
E250118428L1C009R03303429490|Cx:i:12924|Cy:i:14838|B5115E88351F|80163	9590	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Symphalangus	Symphalangus syndactylus
E250118428L1C010R00602453724|Cx:i:18841|Cy:i:12092|B74B67F05F34|67E33	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C011R02604618958|Cx:i:15773|Cy:i:8986|456787ADDB17|67E3B	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C012R04103191180|Cx:i:16859|Cy:i:9229|2D946F0F5D464|8B875	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C014R01104438842|Cx:i:11885|Cy:i:12530|12FD854D320EE|595F9	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C014R02102916367|Cx:i:9224|Cy:i:15663|141E01124154E|45E6C	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C015R03204312579|Cx:i:9577|Cy:i:19697|2D4E04D441235|64D0D	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C017R02701841289|Cx:i:13981|Cy:i:17878|129EB479E8349|DB133	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C018R00504907118|Cx:i:5507|Cy:i:18398|1C557F3BE2010|6C459	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C020R00304279589|Cx:i:16734|Cy:i:10781|BD5CA7983221|73FF2	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C020R01302318689|Cx:i:10314|Cy:i:18967|E00119306D5|21252	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C021R01504380531|Cx:i:10974|Cy:i:15249|60783494298|72EC0	9545	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca nemestrina
E250118428L1C021R03101324685|Cx:i:16655|Cy:i:11840|467390979895|5A611	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C024R01001569346|Cx:i:8309|Cy:i:19674|25777744C5016|69A1D	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C024R03002652759|Cx:i:10340|Cy:i:15566|9314B688E30|461AA	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C024R04001263311|Cx:i:4265|Cy:i:2723|A3FBA7CA4AC8|67EDF	667116	Metazoa	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Rhinoraja	Rhinoraja longicauda
E250118428L1C025R02004040504|Cx:i:19745|Cy:i:21620|281BCD711A232|54902	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C026R04101607715|Cx:i:17035|Cy:i:10983|132CDF61B2845|59E01	61853	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
E250118428L1C028R00102169075|Cx:i:16874|Cy:i:10305|1915AFA9592B5|50E17	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C032R02200587711|Cx:i:13560|Cy:i:15381|2E2410A014205|300C5	2774693	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. AZ089
E250118428L1C035R01002504013|Cx:i:16699|Cy:i:7560|1C25D9590039E|5A0F9	9545	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca nemestrina
E250118428L1C035R01601127072|Cx:i:15180|Cy:i:4532|1D0748C0722B6|B4C43	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C036R01203673410|Cx:i:14761|Cy:i:14339|35CEC89CA085F|C2298	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C036R03701623635|Cx:i:14826|Cy:i:10746|3111B07B3A364|DDFEF	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C039R02003185324|Cx:i:12692|Cy:i:15412|141A159753210|28176	302049	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus
E250118428L1C041R02201180473|Cx:i:13908|Cy:i:16134|AF55F14D411D|42FE4	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C001R01500599011|Cx:i:10310|Cy:i:20644|2054ED91F03CC|92035	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C001R04001482932|Cx:i:17901|Cy:i:13080|3F72A5B05225|F5C60	9568	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Mandrillus	Mandrillus leucophaeus
E250118428L1C002R02800611826|Cx:i:15199|Cy:i:14432|1A1C4D0340385|4BB01	9593	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla
E250118428L1C002R03804269265|Cx:i:3918|Cy:i:21027|397C742B49C09|E5253	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C004R00204593432|Cx:i:14143|Cy:i:15093|D0AC01840C2C|713B2	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C004R03904294864|Cx:i:10664|Cy:i:18962|1CD2306304224|65741	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C008R03402815456|Cx:i:3212|Cy:i:20895|D4CE410006A3|7878D	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C009R03501231303|Cx:i:6225|Cy:i:19617|C82771004D8D|9B7C3	257877	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca thibetana
E250118428L1C011R03003136687|Cx:i:3990|Cy:i:20397|35F7AE5D56107|3640A	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C015R03501224248|Cx:i:8308|Cy:i:20824|1D315525DDD7|9F08E	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C016R02203829403|Cx:i:13269|Cy:i:6251|1870E73B51CA1|67E52	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C018R02402349634|Cx:i:8240|Cy:i:17885|8B49544AC75E|67E97	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C018R02904989323|Cx:i:7481|Cy:i:8932|2C8896F017700|1F079	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C018R04003125192|Cx:i:6043|Cy:i:17833|1586190970553|7CF74	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C019R01703135303|Cx:i:8929|Cy:i:7215|32C86141A0914|9590C	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C019R02601830186|Cx:i:4939|Cy:i:10855|5A14D220D0A|7D7FE	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C019R03902852283|Cx:i:11731|Cy:i:17795|2037240006105|9CDD8	34038	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella aquatilis
E250118428L1C021R02404727421|Cx:i:8183|Cy:i:16610|11418582918B8|7F270	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C023R03501155331|Cx:i:13319|Cy:i:13957|24308A2435E40|640F9	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C024R00201865426|Cx:i:8711|Cy:i:20441|24064505C41E5|6E179	9545	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca nemestrina
E250118428L1C024R03001155321|Cx:i:8859|Cy:i:21400|146024F8CE24B|67E5D	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C025R00202852430|Cx:i:15581|Cy:i:13780|35870CC9F30D4|7AE1A	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C029R03901310869|Cx:i:8865|Cy:i:18055|C5023AB9CC80|50745	41426	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus
E250118428L1C030R01101198920|Cx:i:11142|Cy:i:12620|1DF8B133A6280|5CDCD	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C032R00700494083|Cx:i:9218|Cy:i:10556|83B97A772843|7F716	9545	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca nemestrina
E250118428L1C032R01101413477|Cx:i:17779|Cy:i:6388|20CA2CC138230|D0D31	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C033R02004016121|Cx:i:10801|Cy:i:16729|90E8CE78BD0A|7001D	9691	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera pardus
E250118428L1C033R04101416550|Cx:i:11166|Cy:i:20505|6505A4A98F42|257E0	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C034R03303214392|Cx:i:10255|Cy:i:20815|14D8C0CB82B05|FEBFE	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C034R03902788936|Cx:i:8839|Cy:i:19761|3CC37AA4B4950|7EE81	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C036R03001215773|Cx:i:14085|Cy:i:14840|2D51D439801C4|37815	257877	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca thibetana
E250118428L1C037R03600734492|Cx:i:10803|Cy:i:17493|3C477D10F0C03|64B0B	9598	Metazoa	Chordata	Mammalia	Primates	Hominidae	Pan	Pan troglodytes
E250118428L1C037R04004735748|Cx:i:17674|Cy:i:14092|3CD49F720E571|9A9C4	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C039R01000431371|Cx:i:3207|Cy:i:17805|3EA4B65805695|5FEEC	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C039R03900364984|Cx:i:13976|Cy:i:17124|B154B098507D|46F2D	9541	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
E250118428L1C041R01300779215|Cx:i:7616|Cy:i:16161|57150817562C|5713F	9544	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
E250118428L1C042R00102218169|Cx:i:16590|Cy:i:9832|35D1F57175040|5C9CA	9606	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
E250118428L1C001R02604940094|Cx:i:10389|Cy:i:18267|3616594D21E32|F57CB	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C002R03603662408|Cx:i:14355|Cy:i:14634|1384033D3A883|63CF6	336983	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus angolensis
E250118428L1C003R02004075953|Cx:i:3966|Cy:i:10135|241429C1D0C70|B2200	9823	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
E250118428L1C003R03700144642|Cx:i:12815|Cy:i:14998|258280C04B12|41DC7	6511	Metazoa	Mollusca	Gastropoda	Aplysiida	Aplysiidae	Dolabella	Dolabella auricularia
E250118428L1C004R02001424929|Cx:i:14245|Cy:i:3510|100A60460006|4A946	9545	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca nemestrina
